"Section";"Article";"Contenu"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 354.10";"/
CSA B"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 354.11";"et selon les fréquences suivantes:
a) avant chaque utilisation;
b) selon la première échéance, à tous les 6 mois ou à toutes les 120 heures d’utilisation par un mécanicien
qualifié;
6° être soumis, à tous les ans, à un examen visuel des soudures effectué par une personne détenant depuis
au moins 5 ans un certificat délivré par le Bureau canadien de soudage ou par un superviseur en soudage à
l’emploi d’une compagnie certifiée en vertu des exigences de la norme Certification des compagnies de
soudage par fusion des structures en acier, CSA W"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 47.1";".
Un document confirmant l’examen doit être conservé. Ce document doit contenir le nom et la signature de
l’examinateur ainsi que la date de l’examen.
Dans les cas où l’examen décèle une anomalie ou un signe d’usure, l’examen prévu au paragraphe 7 doit
être effectué avant que l’échafaudage motorisé puisse être à nouveau utilisé.
7° Être soumis, dans un délai maximal de 10 ans après la date de fabrication, et, par la suite,
minimalement à tous les 5 ans, à un examen non destructif des pièces portantes, spécifiées par leSANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 4 / 76 sur 222"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 178.1";".
La structure doit également être analysée par ultrason.
Un document confirmant l’examen et l’analyse doit être conservé. Ce document doit contenir le nom et la
signature de l’examinateur ainsi que la date de l’examen.
De plus, un manuel d’instructions de tout échafaudage motorisé, rédigé en français et complet, doit être
mis à la disposition des utilisateurs afin de permettre un usage sécuritaire de l’échafaudage.
D. 119-2008, a. 7; 4
8
3
-
2
0
2
1D. 483-2021, a. 5 11."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.9.26";".  Échafaudage sur consoles:  Tout échafaudage sur consoles doit être:
1° conçu conformément à des plans signés et scellés par un ingénieur. Une copie des plans doit être
disponible sur demande;
2° soumis, à tous les 5 ans, à un examen non destructif, autre que visuel, des soudures par un organisme
certifié par le Bureau canadien de soudage conformément aux exigences de la norme Qualification des
organismes d’inspection en soudage CSA W"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 178.1";".
D. 606-2014, a. 14."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10";". —  Équipement de construction"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.1";".  Tout véhicule automoteur ou équipement utilisé sur un chantier de construction doit:
a) être tenu en bon état, de sorte que son emploi ne compromette pas la sécurité des travailleurs;
b) si mû par une source d’énergie autre que manuelle, être vérifié par une personne expérimentée avant
son emploi initial sur le chantier et quotidiennement, par la suite, lorsqu’il est en usage;
c) être facilement accessible, en toute sécurité soit au moyen d’une échelle ou de marches avec poignées;
d) avoir le ou les moteurs en position arrêt en faisant le plein;
e) ne pas être utilisé si les agents atmosphériques peuvent rendre son emploi dangereux ou lors de
réparations ou de travaux d’entretien;
f) offrir après toute réparation ou changement de pièce, une sécurité aussi grande qu’à l’état neuf;
g) être utilisé conformément aux instructions du fabricant; et
h) ne pas être modifié sans une attestation signée et scellée d’un ingénieur à l’effet que cette modification
offre une sécurité équivalente à celle de cet appareil à l’état neuf.
R.R.Q., 1981, c. S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.1";"; 1
3
9
3
-
2
0
2
4D. 1393-2024, a. 10 11."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.2";".  Véhicules automoteurs:
1. Tout véhicule automoteur doit être:
a) muni de freins efficaces; etSANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 4 / 77 sur 222"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.2";"; D. 1959-86, a. 19; D. 807-92, a. 6; 1
3
9
3
-
2
0
2
4D. 1393-2024, a. 11 11."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.2.1";".  Véhicule tout terrain: L’utilisation d’un véhicule tout terrain sur un chantier de construction
n’est permise qu’aux conditions suivantes:
a) le véhicule est monté sur au moins 4 roues;
b) il est muni d’un extincteur d’incendie portatif, conforme à l’article"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.4.4";"du présent Code;
c) il est muni d’un fanion jaune d’une surface d’au moins 0,05 m2 et placé à au moins 1,5 m du sol;
d) le conducteur du véhicule possède l’habileté et les connaissances requises pour utiliser de façon
sécuritaire le véhicule de même que l’extincteur dont il est muni;
e) le conducteur doit porter les équipements de protection individuels suivants:
i. un casque protecteur pour motocycliste et motoneigiste conforme au Règlement sur les casques
protecteurs (chapitre C-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 24.2";", r. 6) et à toute disposition ultérieure le modifiant;
ii. des lunettes de protection ou un écran facial, conformes à la norme Protecteurs oculaires et faciaux,
CAN/CSA-Z"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 94.3";", la plus récente dans un délai n’excédant pas 24 mois suivant sa dernière mise à jour, ou une
visière conçue pour être ajoutée au casque protecteur;
iii. des gants souples en cuir ou faits d’un matériel qui assure une bonne adhérence aux poignées et aux
commandes du véhicule.
L’installation d’un treuil sur un véhicule tout terrain est interdite.
Dans le présent article, on entend par «véhicule tout terrain» un véhicule de promenade conçu pour la
conduite sportive en dehors d’un chemin public et dont la masse nette n’excède pas 450 kg.
D. 807-92, a. 7; D. 329-94, a. 49; D. 393-2011, a. 11."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.3";".  Équipement lourd:
1) L’équipement lourd mentionné au sous-paragraphe a ou au sous-paragraphe b doit être muni d’un
cadre de protection en cas de retournement conformément aux normes qui y sont mentionnées:
a) Bélier mécanique, chargeur et débardeur, sur roues ou sur chenilles, niveleuse, décapeuse-niveleuse et
rouleau compacteur: norme Engins de terrassement - Structures de protection au retournement - Essais de
laboratoire et exigences de performance ISO 3471, applicable au moment de la fabrication de l’équipement;SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 4 / 78 sur 222"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.3";"; D. 749-83, a. 6; Décision 83-11-17, a. 6; D. 329-94, a. 50; D. 393-2011, a. 12; D. 606-2014, a.
15."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.3.1";".  Un chargeur fabriqué après le 23 avril 1980 doit être conçu et aménagé de façon à éviter qu’une
personne qui sort ou pénètre dans la cabine ne soit heurtée ou coincée par une pièce en mouvement.
R.R.Q., 1981, c. S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.3.1";"."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.3.2";".  Chargeuse utilisée à des fins de manutention
Sous réserve de l’article"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.3.3";", l’utilisation d’une chargeuse pour manutentionner des matériaux, autres
que des matériaux de terrassement, est permise aux conditions suivantes:
a) la manutention des matériaux doit être effectuée au moyen d’un équipement, à l’exclusion d’un godet,
conçu par le fabricant pour la manutention des matériaux;
b) la manutention des matériaux doit être effectuée conformément à une méthode élaborée, par écrit, par
l’employeur et indiquant qu’aucun travailleur ne peut se trouver sous les bras de levage ou d’une autre partie
de l’équipement de la chargeuse servant au levage ou sous la charge, lors de la manutention.
D. 1413-98, a. 17.SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 4 / 79 sur 222"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.3.3";".  Engins de terrassement utilisés à des fins de levage
L’utilisation d’une pelle hydraulique, d’une chargeuse-pelleteuse ou d’une chargeuse à des fins de levage,
qu’elles soient modifiées ou non, n’est permise que pour réaliser des travaux d’égouts, d’aqueducs, de
ponceaux ou de sautage et qu’aux conditions suivantes:
a) le levage doit être effectué conformément à une méthode de travail élaborée par écrit par l’employeur,
disponible sur les lieux de travail. Cette méthode doit respecter les exigences prévues à l’article"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.15.6";"et elle
doit prévoir notamment qu’aucun travailleur ne peut se trouver sous la flèche, le balancier, les bras de levage
ou le godet de l’engin ou sous la charge, lors du levage;
b) la pelle hydraulique, la chargeuse-pelleteuse ou la chargeuse doit être munie d’un dispositif
d’accrochage de la charge conçu de manière à éviter tout décrochage accidentel. Ce dispositif doit être conçu
par le fabricant de l’équipement ou être recommandé par celui-ci;
c) respecter les exigences prévues à l’article"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.15.1";".
L’utilisation d’une élingue ou d’une amarre accrochée aux dents du godet pour lever une charge est
interdite.
D. 1413-98, a. 17; D. 428-2015, a. 6."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.3.3.1";".  Pelle hydraulique utilisée pour l’assemblage au sol lors des travaux de montage de lignes
L’utilisation d’une pelle hydraulique sur chenille pour l’assemblage au sol des composantes lors des
travaux de montage de lignes est permise si les conditions de l’article"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.3.3";", ainsi que les suivantes, sont
respectées:
1° la pelle doit être munie de dispositifs de contrôle de descente de la charge sur la flèche et le balancier
conformes à la norme Engins de terrassement – Dispositif de contrôle d’abaissement de la flèche des pelles et
chargeuses-pelleteuses hydrauliques – Exigences et méthodes d’essai , ISO 8643 publiée par l’International
Organization for Standardization, compte tenu des adaptations nécessaires, ainsi que d’un indicateur de
surcharge, visuel ou sonore, conforme à la norme Engins de terrassement – Sécurité – Partie 5: prescriptions
applicables aux pelles hydrauliques , NF EN 474-5 publiée par l’Association française de normalisation
(AFNOR);
2° un tableau de charges nominal conforme à la norme Engins de terrassement – Pelles hydrauliques –
Capacité de levage , ISO 10567 publiée par l’International Organization for Standardization, doit être installé
de manière à être lisible pour l’opérateur;
3° le levage doit se faire sur un sol de niveau ayant la capacité portante suffisante pour supporter, sans
affaissement significatif, l’équipement et la charge soulevée;
4° le godet de la pelle hydraulique doit être retiré pour effectuer le levage de la charge.
D. 428-2015, a. 7."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.3.4";".  Engins de terrassement utilisés pour l’installation de poteaux:
L’utilisation d’une pelle hydraulique ou d’une chargeuse-pelleteuse pour l’installation de poteaux est
permise si les conditions suivantes sont satisfaites:
1° les vérins de levage de la flèche, du balancier et du godet de l’engin sont pourvus de dispositifs de
contrôle de descente de la charge conformes à l’une ou l’autre des normes suivantes:SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 4 / 80 sur 222"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.4";".  Utilisation:
1. Tout équipement de construction doit être utilisé par une personne expérimentée ou sous sa
surveillance.
2. Personne ne doit utiliser un véhicule sur un chantier de construction à moins:
a) d’être titulaire du permis exigé pour le conduire sur la voie publique conformément au Code de la
sécurité routière (chapitre C-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 24.2";"); ou
b) d’être détenteur d’un document qui atteste de sa capacité de conduire ce véhicule hors de la voie
publique.
3. Le sous-paragraphe b du paragraphe 2 ne s’applique pas à une personne qui:
a) est en formation; et
b) est accompagnée par une personne répondant aux conditions prévues au paragraphe 2.
4. Toute manoeuvre doit être exécutée de façon qu’aucun travailleur ne soit exposé à un danger. Aucune
charge ne doit se trouver au dessus de la tête des travailleurs et aucun travailleur ne doit se tenir sous une
charge ou sous une partie d’un appareil de levage qui pourrait s’abattre sur lui.
5. Les commandes de l’équipement de construction ne doivent pas être abandonnées lorsque les parties
suivantes sont soulevées:
a) la benne d’une pelle mécanique, d’un chargeur ou d’un autre équipement d’excavation;
b) la lame d’un bélier mécanique;
c) la charge d’un chariot élévateur, d’une grue ou de tout autre appareil de levage; ou
d) le marteau d’un appareil de battage des pieux.
R.R.Q., 1981, c. S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.4";"; D. 1959-86, a. 20; D. 35-2001, a. 17; 1
3
9
3
-
2
0
2
4D. 1393-2024, a. 12 11."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.5";".  Travailleurs agissant comme signaleurs:
1. (paragraphe abrogé);
2. Si le conducteur d’une grue, d’une pelle mécanique ou de tout autre équipement de construction a la
vue obstruée lors d’une manœuvre quelconque à l’exception d’une manœuvre de recul, il doit être guidé par
un ou plusieurs travailleurs qui doivent:
a) observer le déplacement de l’appareil ou de la charge lorsque celle-ci échappe à la vue du conducteur;SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 4 / 81 sur 222"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.24.2";", communiquer avec le conducteur par un code de signaux manuels, ou
par un système de télécommunication lorsque les conditions l’exigent ou lorsque le conducteur le juge à
propos.
3. Lorsqu’un travailleur est nécessaire pour assurer la sécurité des manœuvres, conformément au
paragraphe 2, il doit être placé à la vue du conducteur, de façon à bien voir le chemin que va prendre le
véhicule et en dehors de ce chemin.
4. Le conducteur doit obéir à tout signal d’arrêt.
5. Lorsque le conducteur ne voit plus le travailleur, il doit arrêter son véhicule ou sa manœuvre.
R.R.Q., 1981, c. S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.5";"; D. 1959-86, a. 21; D. 329-94, a. 51; D. 1078-2015, a. 4; 1
3
9
3
-
2
0
2
4D. 1393-2024, a. 13 1."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.6";".  Accès aux équipements de construction:
1. Aucune personne non autorisée ne doit monter sur l’équipement de construction.
2. L’employeur doit veiller à ce qu’aucun travailleur ne demeure sur ou dans un véhicule s’il risque de se
trouver en danger lors du chargement ou du déchargement du véhicule, ou lors de la manutention d’objets au-
dessus de ce véhicule.
R.R.Q., 1981, c. S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.6";"."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.7";".  Levage de travailleurs:
1. (paragraphe abrogé).
2. Le levage d’un travailleur à l’aide d’un appareil conçu exclusivement pour le levage de matériaux est
permis pourvu que:
a) l’appareil soit muni d’une plate-forme;
b) il n’y ait pas plus de 5 travailleurs sur la plate-forme;
c) chaque travailleur porte un harnais de sécurité relié par une liaison d’arrêt de chute à un système
d’ancrage, le tout conformément aux articles"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.10.12";". et"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.10.15";".;
d) la charge totale n’excède pas 70% de la charge nominale de l’appareil de levage;
e) l’opérateur de l’appareil de levage utilise les stabilisateurs de l’appareil lorsqu’il en est muni;
f) l’appareil de levage ne soit pas déplacé lorsqu’un travailleur est sur la plate-forme;
g) il y ait communication sans intermédiaire entre un travailleur sur la plate-forme et le conducteur de
l’appareil de levage;
h) l’employeur soumette les plans, la description de l’appareil de levage et le procédé d’utilisation à la
Commission, sauf s’il s’agit d’une grue mobile ou d’un chariot élévateur; et
i) l’on n’utilise pas d’échelle, d’escabeau, d’échafaudage ou d’autres accessoires de même nature sur la
plate-forme.
3. La plate-forme exigée au paragraphe 2 doit:
a) avoir un plancher antidérapant;
b) être construite de façon à permettre une hauteur libre de 2 m au-dessus de tout point du plancher;SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 4 / 82 sur 222"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.4.1";";
g) si elle comporte des éléments soudés, être soudée par un soudeur détenant un certificat de classe «O»
ou «V» du Bureau canadien de soudage ou un certificat de qualification en soudage sur appareils sous
pression de classe A ou B délivré par le ministre de l'Emploi et de la Solidarité sociale; et
h) comporter une plaque indiquant la charge nominale de la plate-forme, le poids total de la plate-forme
(incluant la charge nominale), le nom du fabricant, la date de fabrication et une référence aux plans soumis.
L’identification du soudeur doit apparaître pour toute plate-forme fabriquée après le 23 avril 1980.
4. Lors du levage d’un travailleur à l’aide d’une grue mobile:
a) la grue doit être conforme à la norme Grues Mobiles ACNOR Z150-1974 et son supplément
no. 1-1977;
b) la plate-forme doit être suspendue ou retenue de façon que:
i. l’inclinaison du plancher n’excède pas une pente de 1/5 dans les conditions de chargement les plus
défavorables; et
ii. les éléments de suspension flexibles de la plate-forme et l’attache de suspension ou le pivot de retenue
aient un facteur de sécurité minimum de 10;
c) un lien supplémentaire doit relier l’attache de suspension de la plate-forme à un point situé au-dessus
du crochet; et
d) la grue mobile doit être munie d’un limiteur de fin de course haute de crochet ou d’une flèche
permettant de lever la plate-forme à au moins 3 m au-dessus du palier de travail le plus élevé.
5. Lors du levage d’un travailleur à l’aide d’un chariot élévateur:
a) le chariot doit être conforme à la norme Low Lift and High Lift Trucks CSA B"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 335.1";"-1977;
b) la plate-forme doit encadrer les fourches et être fixée au tablier du chariot;
c) la charge totale ne doit pas excéder 50% de la charge nominale du chariot;
d) lorsque la plate-forme est munie d’un contrôle de levage, l’arrêt du chariot doit pouvoir être
commandé de ce contrôle et avoir priorité sur tout autre contrôle; et
e) lorsque la plate-forme n’est pas munie d’un contrôle de levage, le conducteur du chariot doit demeurer
au poste de commande pendant la durée du travail.
R.R.Q., 1981, c. S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.7";"; D. 1959-86, a. 22; D. 329-94, a. 52; D. 35-2001, a. 18; D. 606-2014, a. 16; 1
3
9
3
-
2
0
2
4D. 1393-2024, a. 14 1; 6
3
-
2
0
2
5D. 63-2025, a. 16 1."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.8";".  (Abrogé).
R.R.Q., 1981, c. S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.8";"; D. 329-94, a. 53; D. 1413-98, a. 18; D. 35-2001, a. 19; D. 606-2014, a. 17; 1
3
9
3
-
2
0
2
4D. 1393-2024, a. 15 1."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.9";".  Appareil de levage de matériaux:SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 4 / 83 sur 222"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.9.15";".
2. Le câble de levage doit toujours être en bon état et ne jamais être utilisé comme élingue.
3. Tout travailleur qui approche au niveau de l’étage les charges se trouvant sur la plateforme doit être
protégé contre les chutes conformément à la sous-section"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.9";"de la section II.
4. La projection sur le sol de l’aire utilisée pour le levage, le point de chargement ainsi que l’endroit
occupé par l’appareil de levage doivent être entourés d’une barricade et interdits à tout travailleur autre que
celui affecté au chargement.
R.R.Q., 1981, c. S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.9";"; D. 329-94, a. 54; D. 35-2001, a. 20; 1
3
9
3
-
2
0
2
4D. 1393-2024, a. 16 1; 6
3
-
2
0
2
5D. 63-2025, a. 14 1."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.9.1";".  (Abrogé).
R.R.Q., 1981, c. S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.9.1";"; D. 329-94, a. 55; 1
3
9
3
-
2
0
2
4D. 1393-2024, a. 17 1."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.10";".  Cabine:
1. Il faut installer une cabine ou un cadre de protection si le conducteur d’un véhicule automoteur est
exposé à être blessé par des projectiles ou par la chute d’objets ou de matériaux.
2. Les cabines doivent être:
a) placées et aménagées de façon que le conducteur ait toujours la meilleure visibilité possible;
b) fermées et pourvues de glaces de sécurité sur tous les côtés si elles sont utilisées en plein air; et
c) convenablement chauffées par temps froid.
R.R.Q., 1981, c. S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.10";"; 1
3
9
3
-
2
0
2
4D. 1393-2024, a. 18 1."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.11";".  Éclairage:  Lorsqu’un véhicule automoteur est en marche après la tombée de la nuit ou lorsque
les circonstances l’exigent, il doit être pourvu:
a) de phares à l’avant et d’au moins un feu rouge à l’arrière; et
b) d’un éclairage suffisant et placé de façon à ne pas gêner le conducteur, mais lui permettant d’accomplir
convenablement sa tâche et de lire sans peine les indications au tableau de bord.
R.R.Q., 1981, c. S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.11";"."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.12";".  Avertisseurs:
1. Tout véhicule automoteur doit être équipé d’un avertisseur sonore qui doit:
a) être installé à portée du conducteur;
b) avoir un son particulier au genre d’équipement et différent de tout autre signal du même chantier de
construction; et
c) avoir une intensité suffisante pour dominer les bruits du chantier.
2. Doivent être munis d’une alarme de recul à réenclenchement automatique pour la marche arrière:
a) tout véhicule automoteur utilisé principalement sur un chantier et dont la vue du conducteur, par la
lunette arrière, est obstruée;SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 4 / 84 sur 222"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.12";"; D. 1078-2015, a. 5."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.13";".  Dispositifs de sécurité et protecteurs:
1. Des dispositifs de sécurité doivent protéger les éléments mobiles des machines. Ils doivent être conçus,
construits et utilisés de manière à:
a) assurer une protection efficace et à prévenir tout accès de la zone dangereuse pendant leur
fonctionnement;
b) ne pas gêner le conducteur;
c) fonctionner automatiquement ou moyennant un minimum d’effort;
d) permettre facilement l’entretien et la réparation de la machine;
e) ne pas présenter d’arrêtes vives, d’aspérités ou de barbes et à ne pas constituer en eux-mêmes une
source de dangers; et
f) être solidement fixés.
2. Si des éléments mobiles ne sont pas protégés du fait de leur emplacement ou par des protecteurs, on
doit s’assurer que:
a) les extrémités saillantes des arbres de transmission sont protégées par des manchons ou des douilles;
b) les collets tournants sont cylindriques et sans saillie;
c) les vis de blocage, les boulons, les clavettes, les graisseurs et autres saillies d’éléments tournants sont
noyés ou habillés de façon à empêcher tout contact; et
d) les rainures de clavette non utilisées sont obturées ou enfermées dans un protecteur.
R.R.Q., 1981, c. S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.13";"; D. 329-94, a. 56.SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 4 / 85 sur 222"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.14";".  Meules:  Toute meule doit:
a) à partir de 50 mm de diamètre, être équipée d’un protecteur compatible avec le travail à exécuter et
offrant la protection la plus efficace contre les accidents;
b) être serrée entre 2 plateaux de protection dont le diamètre minimal est au moins le 1/3 de son diamètre
à moins qu’elle ne soit montée dans des mandrins cimentés à des plaques arrières métalliques ou fixée
solidement à l’arrière d’une autre façon;
c) avoir son porte-outil ou son support de travail fixé solidement et en aucun cas à plus de 3 mm de la
meule;
d) être inspectée avant son montage, en vue de déceler les fissures, le jeu excessif ou autres défauts;
e) être utilisée à une vitesse inférieure à la vitesse maximale spécifiée par le fabricant; et
f) ne pas être utilisée si elle est fissurée, brisée ou déséquilibrée.
R.R.Q., 1981, c. S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.14";"."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.15";".  Scies:
1. Les volants d’une scie à ruban et le brin ascendant du ruban doivent être placés dans des carters et le
brin descendant du ruban doit être protégé entre les roulettes ou blocs de guide-lame et le carter du volant
supérieur.
2. Toute scie circulaire stationnaire doit être pourvue d’un capot de protection couvrant les parties
exposées jusqu’à la base des dents.
R.R.Q., 1981, c. S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.15";"; 4
8
3
-
2
0
2
1D. 483-2021, a. 6 1."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.16";".  (Abrogé).
R.R.Q., 1981, c. S-"
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 2.1";", r. 6, a."
"SECTION III
CHANTIERS DE CONSTRUCTION";"Art. 3.10.16";"; 4
8
3
-
2
0
2
1D. 483-2021, a. 7 1."
